Drug_ID,Food,Recommendation,Time,Recommendation_text
DB13873,food,Take,,Take with or without food.
DB13874,,Take,same time every day,Take at the same time every day.
DB13874,water,Take,,Take with a full glass of water.
DB13874,food,Take,,Take with or without food.
DB13878,food,Take,,Take with food.
DB13879,food,Take,,Take with food.
DB13928,food,Do_not_take,30 minutes before,"Take on an empty stomach. For oral use of semaglutide, take 30 minutes before the first meal of the day."
DB13928,,Take,,"Take with plain water. For oral use of semaglutide, do not exceed 4 ounces of water (1/2 cup)."
DB13946,food,Take,,Take with food. Food enhances the systemic exposure of testosterone undecanoate administered as oral capsules.
DB13949,milk,Avoid,,Avoid milk and dairy products.
DB13949,food,Take,,Take with food. Take ferric cation with or just after meals.
DB13997,food,Take,,"Take with or without food. Food reduces drug absorption, but not to a clinically significant extent."
DB14016,food,Take,,Take after a meal.
DB14018,fluids,Avoid,,Drink plenty of fluids. Avoid dehydration by drinking 6-8 glasses of water daily.
DB14018,water,Take,,Take with a full glass of water.
DB14042,alcohol,Avoid,,Avoid alcohol.
DB14042,food,Take,,Take with or without food.
DB14055,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14055,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14055,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14055,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14055,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14055,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14055,vitamin_K,Ensure,,Ensure consistent Vitamin K intake.
DB14094,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14094,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14094,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14094,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14094,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14094,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14116,food,Take,,"Take separate from meals. Take Inon Ace (dimethicone, magnesium hydroxide, silodrate) between meals,."
DB14126,food,Take,,Take with food.
DB14256,food,Take,,Take with food.
DB14443,food,Avoid,60 minutes before,Take separate from meals. Avoid food or drink for 60 minutes before and after administration as it may interfere with the protective effect of the vaccine buffer.
DB14484,food,Take,,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.
DB14485,milk,Avoid,2 hours before,Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.
DB14485,high_fiber_foods,Do_not_take,2 hours before or after,"Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods."
DB14485,food,Do_not_take,1 hour before,Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.
DB14487,milk,Avoid,2 hours before,Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.
DB14487,high_fiber_foods,Do_not_take,2 hours before or after,"Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods."
DB14487,food,Do_not_take,1 hour before,"Take on an empty stomach. Take at least 1 hour before or after eating and drinking, excluding drinking plain water."
DB14488,milk,Avoid,2 hours before or after,Avoid milk and dairy products. Take ferrous gluconate at least 2 hours before or after milk.
DB14488,calcium_supplements,Take,2 hours before or after,Take at least 2 hours before or after calcium supplements.
DB14488,antacids,Take,2 hours before or after,Take separate from antacids. Take ferrous gluconate at least 2 hours before or after antacids.
DB14488,food,Take,,Take with food. This reduces gastric irritation.
DB14490,food,Do_not_take,,Take on an empty stomach. Taking ferrous ascorbate with food reduces the absorption of iron.
DB14491,milk,Avoid,2 hours before or after,Avoid milk and dairy products. Take ferrous fumarate at least 2 hours before or after milk.
DB14491,calcium_supplements,Take,2 hours before or after,Take at least 2 hours before or after calcium supplements.
DB14491,antacids,Take,2 hours before or after,Take separate from antacids. Take ferrous fumarate at least 2 hours before or after antacids.
DB14491,food,Take,,Take with food. This reduces gastric irritation.
DB14502,water,Take,,Take with a full glass of water.
DB14502,food,Take,,Take with food.
DB14503,water,Take,,Take with a full glass of water.
DB14503,food,Take,,Take with food.
DB14504,water,Take,,Take with a full glass of water.
DB14504,food,Take,,Take with food.
DB14507,alcohol,Avoid,,Avoid alcohol.
DB14507,iodine_intake,Avoid,,Avoid iodine-containing foods and supplements.
DB14507,fluids,Drink,,Drink plenty of fluids. Drink at least 2500 to 3000 mL of fluids daily.
DB14507,caffeine,Limit,,Limit caffeine intake.
DB14507,food,Take,,Take with food. Lithium can cause hyponatremia. Include adequate salt in the diet.
DB14509,iodine_intake,Avoid,,Avoid iodine-containing foods and supplements. Iodine and lithium may synergistically produce hypothyroidism.
DB14509,food,Take,,Take with food. Food reduces gastrointestinal upset.
DB14513,food,Take,,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.
DB14520,food,Take,,Take with food.
DB14529,vitamin_supplements,Administer,,Administer vitamin supplements. Foods or supplements containing niacin (Vitamin B3) may improve the absorption of chromium.
DB14548,milk,Avoid,2 hours before,Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.
DB14548,high_fiber_foods,Do_not_take,2 hours before or after,"Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods."
DB14548,food,Do_not_take,1 hour before,Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.
DB14568,,Take,same time every day,Take at the same time every day.
DB14568,food,Take,,Take with or without food.
DB14631,food,Take,,Take with food. Food reduces GI irritation.
DB14684,water,Take,,Take with a full glass of water.
DB14723,food,Take,,Take with or without food.
DB14726,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14726,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14726,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14726,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14726,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14726,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14751,,Take,same time every day,Take at the same time every day.
DB14754,food,Take,,Take with or without food.
DB14783,alcohol,Avoid,,Avoid alcohol.
DB14783,food,Take,,"Take with or without food. If taken with food, the meal/snack should contain no more than 700 calories and no more than 30 g fat. Taking diroximel fumarate with food may reduce the adverse effect of flushing."
DB14840,food,Take,,Take with or without food.
DB14895,food,Take,,Take with or without food. A high-fat meal had no clinically significant effects on vibegron plasma concentrations.
DB14973,,Administer,same time every day,"Take at the same time every day. Administer with or without food, as it has no clinically relevant effect on abrocitinib exposures."
DB14975,food,Take,,Take with or without food.
DB14989,food,Take,,Take with food. Food increases the bioavailability and concentration of umbralisib.
DB15011,food,Take,,Take with food.
DB15035,water,Take,,Take with a full glass of water.
DB15035,food,Take,,Take with or without food. Food does not significantly affect drug concentrations.
DB15091,food,Take,,Take with or without food. Food does not significantly affect drug concentrations.
DB15102,,Take,same time every day,Take at the same time every day.
DB15102,food,Take,,Take with or without food. A high-fat or high-calorie meal does not have clinically significant effects on drug concentrations.
DB15133,food,Take,,Take with food. Co-administration with a meal improves the absorption of tepotinib.
DB15149,,Take,same time every day,Take at the same time every day.
DB15149,food,Take,,"Take with or without food. A high-fat and high-calorie meal decreases drug exposure, but not to a clinically significant extent."
DB15171,food,Take,,Take with or without food. Food has no clinically significant effects on drug exposure.
DB15233,food,Do_not_take,1 hour before or 2 hours after,Take on an empty stomach. Take more than 1 hour before or 2 hours after a meal.
DB15305,food,Take,,Take after a meal.
DB15305,,Take,same time every day,Take at the same time every day.
DB15328,food,Take,,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
DB15444,eggs,Take,,"Take with a high fat meal. Examples include food prepared with eggs, cheeses, nuts, oils, and butter."
DB15444,cheeses,Take,,"Take with a high fat meal. Examples include food prepared with eggs, cheeses, nuts, oils, and butter."
DB15444,nuts,Take,,"Take with a high fat meal. Examples include food prepared with eggs, cheeses, nuts, oils, and butter."
DB15444,oils,Take,,"Take with a high fat meal. Examples include food prepared with eggs, cheeses, nuts, oils, and butter."
